post,tema,topic
baraka ron fricke remek djelo svakom smislu film riječi gledao požuri nek pogleda jednom slučaj close edenurga nikita mihalkov poslije ovoga vrijeme želju gledam druge filmove snimio samu urgu drugo mihalkov dalje režiser br besieged bernardo bertolucci ljubavna drama nepredvidiv scenario odlične uloge sjajni kadrovi muzikaizmeđu ostalog klavirska verzija koltrejnove my favorite things dodeskaden akira kurosawa prvo kurosavino ostvarenje koloru zaistakakve bojeprava poslastica ljude vole lete gledaju film a druge two bits james foley dirljiv neobičan odlična uloga al paćina lisabonska priča wim wenders duhovit inspirativan nezaboravan duh starog lisabona fado muzike madredasima stalno negdje majka nenaviknuta ovakve sadržaje nakon odgledala reče ovakvo ja donijeti kuću smoke wayne wang paul aster – mala prodavnica duvana bruklinu pored njene prvobitne namjene mjesto gdje okupljaju diskutuju prodavci mušterije svojim tajnama pričama čekaju pravi trenutak budu ispričane ljilja ever lukas moodysson brutalan realan potresan sudbina godišnje ljilje djevojke pokušava živi normalno tokom devedesetih nekoj zemalja bivšeg sssra ljilju milosti niotkuda upada kandže prostitucije trgovaca ljudima upozoravajući film bezumnom sekstrafikingu djece istočnog bloka civilizovane zemlje zapada moodysson prvobitno napisao scenario a snimanje počelo vidio valja prekinuo režirao kraja naglasio film snage realizovati svog čvrstog hrišćanskog vjerovanja ostrvo pavel lungin film „ostrvo“ veliki uspeh publike komercijalno ostvarenje film veri kajanju istakao lungin dodajući posebnu zahvalnost duguje glumcu petru mamonovu dao filmu delić duše“ ronilačko zvono leptirjulian schnabel čovjek živi uzbudljivim punim životom trenutka mu čitavo tijelo osim jednog jedinog očnog kapka biva potpuno paralizovano napiše knjigu po istinitoj priči,umetnost,2
zoki upravo odgledanpreporuchujem volite tuzhnesurovemochne filmoverazlichite ovih novih usranih hitovaprava stvar provesti h zblenutosti zvuči skinem gledala roadfilm dobar neviđeno surovostalo nekoliko ljudi planeti uništeno ljudi jedu druge ljude film morbidniji horora voli,umetnost,2
 room thread,umetnost,2
jao zeljček nemaš pojma pomogao tražim besieged godinama zaboravila zove a radio bertoluči bacim pogled post setim momentu volim desi ,umetnost,1
zadovoljstvo nekome sviđa film dobre stvari dešavajuuživaj njegovom ponovnom gledanju,umetnost,2
vidim niko pomenuo moulin rougemeni medju omiljenim filmovima film mjuziklkoriste pop rock muziku david bowieelton johnbeatles svastasavrseno uradjen film days of summerdefinitivno osvezenje smarackih neoriginalnih romanticnih komedija ugly truthtaj film skroz smorio school of rockza ljubitelje rock muzike jack blackomkoga obozavam year old virginurnebesna komedija ,umetnost,1
 hangover sherlock holmes avatar iron man kog konacno pogledao filmovi interesantni poslednje vreme inace jedva cekam clash of titans season of witch pogledajte imdbu kazte imate ,umetnost,2
dakle oskari httpwwwcollegehumorcomarticle,umetnost,2
 months weeks days rumunski preporučujem gadljivima surovu realnost gledaju upozorila a upravo postao broj listi omiljenih,umetnost,2
odličan inslolent istočno bukurešta takodje rumunski dobar,umetnost,2
ja pod takvim utiskom ni muziku pustim uh kakav film momente gledala jezivo potražiću ,umetnost,1
ajd ja reknem rashomon gledali tri coveka noga totalno idiotski italijanski film cuvena scena lik bolnicku pizamu dres sforce pustano rts bezbroj puta ondaovaj francuski idiotski istohttpwwwimdbcomtitlett parodija planiram krenem almodovarom al koj film preporucimtu ja trazim preporuku belgijski teraju ljudi dve godine gledam al reko preporucim ,umetnost,1
trltrl istočno bukurešta lud film a tice novijih rumunskih filmova a inače gledao starije rumunske šatro obavezno preporucam sledeci kusturicalajk al mnoogooo dobar odličan favorit meksički boleesno dobar eve laganiji preporuka pogotovo dame ,umetnost,2
 pogledao preporucio old dogs novi film robina vilijamsa dzon travolte ostavio odlican utisak takodje pogledao klint istvudov invictus takodje preporucujem,umetnost,2
preporucio film boško buha,umetnost,2
ljudi ajd kazite dobar iranski film,umetnost,1
almodovar žeži po redosled nebitan,umetnost,2
 dan pocinjem dvadeluju zanimljivi entre tinieblas ¿qué he hecho yo para merecer esto ,umetnost,2
svima srca preporucujem gledaju ponavљam gledaju shuters islandnajveća gomila goana sma životu pogledaocast izuzetcimaglupa predvidљiva americka isplagijana pricai bori oskarabože ti dragi sacuvaj,umetnost,1
dater ajlend bori oskara bar sledeće godine al cuo ja najgori skorcezeov film ,umetnost,2
 ja jedno pitanjce mislite filmu slatko snova naravno pitanje gledali,umetnost,2
dater ajlend bori oskara kažem sledeću godinuove godine dodjeљeni podto bajni poznavaoci filma poneki kriticar svrstavaju kategoriju oskarai predstavљaju mogućeg dobitnika pekki gledao filmali jedna drugarica odavno preporucila pogledam filmkaže dobar,umetnost,2
kafka meksički amores perros ubica film,umetnost,2
 prošao nezapaženoali najdražihcinema paradisopogotovo scena verovatno smisla ljudima odgledali filmpa srdačno preporučujem pogleda httpwwwyoutubecomwatchvwefugvbzsso ondajeste glumačka ekipa holivudskaali film redovnoj postavci httpwwwyoutubecomwatchvcfdvjnsqt,umetnost,2
vlajkoseljak ljudi ajd kazite dobar iranski film pogledao iranski film bachehaye aseman lep deca glavni glumci poput metle drške gledao klinac,umetnost,2
 mastixtja gledo nekim kamiondzijama nestoili film veze kurdimabas cu vidim naveo nadjemhvala ,umetnost,2
 toplo preporucujem,umetnost,1
alkaloid ti veliko iranskiako moz nadje gledam gahvala gledo ,umetnost,1
zeljček lisabonska priča wim wenders duhovit inspirativan nezaboravan duh starog lisabona fado muzike madredasima stalno negdje majka nenaviknuta ovakve sadržaje nakon odgledala reče ovakvo ja donijeti kuću znas dugo pokusavam setim film zove preporucio jednom lik pricali poslednjih mesec dana glavi boston sinoc padne pamet bostonske price al pogledam temu lisaaaabonska ,umetnost,1
 citata filma network pogledao po drugi put a preporučujem niste pogledali svakako učinite dvanaesta najveća kompanija svetu kontroliše najveću propagandu ovog sveta kakvo poturiti istinu slušajte televizija istina televizija prokleti zabavni park cirkus karneval karavan akrobata maštara igrača pevača žonglera prevaranata lažnih zabavljača fudbalera razbijamo dosadu želite istinu obratite bogu obratite svom guruu obratite ćete jedino naći pravu istinu nikada nećete čuti istinu reći ćemo želite čujete lagaćemo reći ćemo vam kodžak uhvati ubicu arčija bankera niko dobija rak ma kakvoj gužvi kraju epizode junak pobeđuje reći ćemo želite čujete bavimo iluzijama istina a vi sedite dana dan noći noć svih uzrasta boja veremi vi znate počinjete verujete iluzije mislite stvarnost a život nestvaran oblačite televiziji jedete gajite decu mislite tv masovno ludilo vi prokleti manijaci ime boga vi ste stvarni a iluzija isključite televizore odmah isključite uključujte isključite sredini rečenice isključite,umetnost,2
district zaista odlican film,umetnost,2
hm izdvojio filmove petera sellersa po najboljeg komičara ikad uz naravno velikog čarli čaplina being there sjajan film piter selers citav zivot htio odglumi ovu ulogu serijal pink panter stvarno nevidjena gluma usudio reci jedna najboljih ikad party odlicna komedija dr strangelove posebno naglasavati gluma toma henksa fascinantna pored gampa filadelfija svidjaju ozbiljne uloge dzim kerija stvarno čovjek talentovan ubiti pticu rugalicu jedini fim potpuno ostavio rijeci filmovi kevika costnera takodje odlicni field of dreams dnace wolves preporucujem film pakt vukovima,umetnost,2
httpwwwyoutubecomwatchvfwbdgnxevdmfeaturerelated,umetnost,2
vidocq zerar depardje ,umetnost,2
httpwwwyoutubecomwatchvydhmqicnku fani aleksander bergman,umetnost,2
httpwwwyoutubecomwatchvcogzdcaqto,umetnost,2
inglourious basterds ,umetnost,2
dom durakov ruski preveden house of fools,umetnost,2
httpwwwyoutubecomwatchvszngotkgvi,umetnost,2
rabbitproof fence australijski,umetnost,1
dom durakov zanimљiv film odavno uticaja emira kusturice,umetnost,2
dogville lars von trier nicole kidman,umetnost,2
 prestige odlican film,umetnost,2
 ruling class,umetnost,1
 bacim ja manje poznate siroj javnosti klass estonski film surova realnost nasilju skoli kidulthood nastavak adulthood klinci londona droga tuceengleska verzija kidsa shooter akcija lose four brothers akcija bank job stathanov najbolji banlieue akcija francuskim getima drugi deo das experiment odlican nemacki film ljudi prokurce dobiju moci die welle nemacki film manipulacija omladine damned united sportski voli taken odlicna akcijatriler district obavezno sf slabi efekti prica neverovatna fat pizza komedija umro my cousin vinny komedija europaeuropa nemacki film jevreju spletom okolonosti zavrsio ss odlican man som hatar kvinnor svedski misterija odlican crank ludilo prestige madjionicari odlicno oduzio mozete pogledati necete pokajati,umetnost,1
 umjesto nepovratnog ostarenja vašeg životnog sna upravo jedino ostvarenje vratiti istinski kolosjek ispunjenje karme vidu konačne opomene stigne teška neizlječiva bolest poučan uzbudljiv erotičan film pored ostalog neobičnog spleta okolnosti pomogao odluci prelomim konačno kupim gitaru kakvu oduvijek sanjao httpimgimageshackusimgjpg,umetnost,1
easy rider angry man,umetnost,1
danski film babettes gæstebud preveden srpski babetina gozba,umetnost,2
el nekao gledao skoro nov film preporuci ovih svezih gledala alice in wonderland dovoljno reci tim burton voli voli gledala d verujem ce bolji avatara d efekta tice from paris love akcioni john travoltom jonathan rhys meyersom los daleko pravog akcionog film onako razonodu httpwwwyoutubecomwatchvxikpzbfzqfeaturefvst legion vojsci palih andjela priblizavanju kataklizme apokalipticnih razmera ok nekako previse americki httpwwwyoutubecomwatchvtgezsdczdufeaturefvst nine dead triler zaplet kidnapovanih ljudi prica oo tome sudbine isprepletane a nismo svesni vredi pogledati httpwwwyoutubecomwatchvavvjiqrkkig order of chaos triler razonodu shutter island martin scorsese glavna uloga leonadro dicaprio fenomenalan triler drama nazovete svakako vredi pogledati httpwwwyoutubecomwatchvhyvrhkyoyfeaturefvst smokin aces nastavak smokin aces komicna akcija d oke razonodu httpwwwyoutubecomwatchvrkkgmpafeaturefvst,umetnost,2
 pominjao film mržnja smetati ja napišem reč ovom verovatno najboljem filmu prati priču ulice časa životu tri mladića francuskog geta dovoljna preporuka pogledam samog početka film otvorio priču rasističkoj policiji sukobu lokalnim kriminalcima noć francuskim ulicama ličila rat trojice momaka pronašao pandurski pištolj a zaplet problemi počinju odluče posete ortaka bolnici van sigurnosti im pruža kraj jevrejin crnac francuz nailaze gomilu problema obračune policijom rasizam mržnju crnobela veoma mračna drama konkurenciji najbolji film kanu kusta umešao prste andergraundom mlađeg kolegu mathieu kassovitza naterao sačeka godinu iako dobio nagradu najbolji reditelj verujem zadovoljio ovakav film dugo snimljen upečatljive scene predgrađu pariza dijametralno suprotne dešavanjima centru grada film ističe nekoliko puta najpodesnije ilustrovati primeru pandura predgrađu psuje bije redno centru grada pravi reprezent narodne milicije organ primer moram istaknem sjajnu glumu glavnih likova čelu vincent casselom,umetnost,2
 mržnja ,umetnost,2
savetujem svima omiljeni film green mile zelena milja nestomnogima preporucio film zahvalilidodao klip tubea httpwwwyoutubecomwatchvghfixlajgwfeaturerelated muzika filmaneka budala mixovala zvuk slikomali fino ispalo rasplacem gledam film,umetnost,2
ma dajte preporucujete green mile la haine ljudi pogledalo preporucite manje poznate kome svideo la haine cidade de deus cidade de homens takodje preporucujem rise of footsoldier ,umetnost,2
necro opasan ukus filmoveako budem skino serija obavezno odgledam kolekcije la haine mnooooooooogoooooooo dobar filmnego obelix said francuz arapin,umetnost,2
vlajkoimas serijama poststa ptatimoko paralelno hahapa vidi slicnog ukusa ja volim serije filmovane zasto,umetnost,2
serije gledam odgledao jedino rusku seriju brigada nasi preveli sasina ekipa bacim traffic meksicni narko klanovi dea politicar visokom polozaju cerka mu narkomanka puno prica spojeno celinu svolochi rusi pokupe klince popravnog doma obucavaju ratuju protiv nemaca world fastest indian dekica novog zelenada dolazi usa pokusa obori svetski rekord brzini nekim motorom antohny hopkins glumi amistad mlad advokat istrazuje ubistvo robova prevodjeni afrike usa v vendetta diktatura engleskoj vreme blizoj buducnosti cool runings legendarna komedija jamajcanima voze bob ledu music box godina usa jednom coveku stize optuznica ucestvovao ratnim zlocinima madjarskoj vreme svetskog rata ,umetnost,1
 let iznad kukavicjeg gnijezda odličan film ste citali knjigu oonda preporucujem gledate film vam vjerovatno nece svidjeti miloš forman odlično pogodio bit knjige borba čovjeka protiv sistema najboljih filmova ikad čista desetka polje snova inspirativan film lijepo snimljen moglo reci film gledanje krugu porodice express ernie davis story po najbolji sportski film gledao istinita priča prvom crncu osvojio hofmanov trofej najboljeg mladog igraca americkog fudbala majestic film osudjuje američku politku prema komunistima godina proslog vijeka,umetnost,1
 cepaj sale pogledaj ja izbacio ,umetnost,2
najopicenijih pola sata istoriji filma gayniggers from outer space,umetnost,2
odgledao necro juce ovog najbržeg idnijanca entoni hopkins lud ,umetnost,1
 film gledala godina nemam predstavu zove sećam kraju sin nosi kostim duha kaspera a tata vaљda mama film pitaњu,umetnost,1
hm film dječak kraju kostim kaspera radnja lik otme dječaka zajedno kasnije bjeze policije trebalo glumi kevin kosner inace ,umetnost,2
jaooo ,umetnost,1
preporucujem shutter island novi film leonarda dikapria ,umetnost,2
benny joon johnny depp,umetnost,2
gavrasov z,umetnost,2
ja preporucio dosta filmova stranici necu preporucujem ,umetnost,2
