"post","tema"
"Cashback, mali indie film... lika, studenta umetnosti, ostavila devojka, ne može da spava pa radi noćnu smenu u supermarketu sa gomilom čudnih likova. Svako od njih nalazi neki način da se bori sa sporim prolazkom vremena u noćnoj smeni. On zamišlja da usporava vreme, šeta se medju zamrznutim ljudima, crta devojke, divi se lepoti, razmišlja o prirodi života... lep film...","umetnost"
"Treba mi pomoć - davno sam gledala jedan film, mislim da je irski, a ne znam kako se zove. Dvoje beže iz svog grada zato što su u vanbračnoj vezi. Prave jedno, pa drugo, pa treće dete. Jedva sastavljaju kraj s krajem, i prinuđeni su da često menjaju mesto boravka. Situacija postaje nepodnošljiva. Jednog dana, najstarije dete čuje razgovor između oca i majke, tj. svađu, koja se tiče njihove materijalne situacije. On umišlja da su oni (deca) krivi za takvu situaciju i, dok su matorci bili na poslu, davi malog brata, guši sestru, i na kraju se obesi. Veselo.
Zna li neko o kom se filmu radi, tj. kako se zove?","umetnost"
"Izvini Insolent, ali nemam pojma, sačekaj sledeći komentar :).
Pre neki dan sam gledao Up (Do neba). Toplo preporučujem :).","umetnost"
"Pogledajte večeras na ''avali'' thank you for smoking... simpatičan filmić.","umetnost"
"the brothers bloom pored dobrih glumaca ima par dobrih forica,ali bukvalno par.. i to je sve od njega..
a skoro sam gledao panov lavirint,i uspio je da me odusevi i pored sto pozitivnih kritika koje sam cuo i procitao o njemu.. 
Moon -(sinoc gledao)nova naucna fantastika,za holivudske standarde i vise nego dobar..
'25th hour' niko nije spomenuo ja mislim,kao ni 'the game'. 
od starijih: 7 samuraja i 8ipo.
moram ovako izbacat po par,jer se ne umijem zaustavit ako pocnem nabrajat..:)
i evo jos jedan: francusko-spanski film, kombinacija spanskih glumaca i francuskog rezisera,isto tako i kombinacija vise zanrova, ludih i nebuloznih ideja,kadrova i dobre muzicke podloge.. 'Science of sleep' Ili vam se nece svidjeti ili ce vas oduseviti ..","umetnost"
"Preporuka:
-The Edge 
-Silence of the lambs
-Cannibal rising
-The Shining
-Full metal jacket
-Clockwork orange
-Rashomon
-Hitchiker

A preporucujem i jedan animirani, Pixar-ov film pod nazivom `WALL-E`, mene je odusevio....","umetnost"
"Život Emila Zole, mator ali fenomenalan film. Teme: pravda, istina
Narednik Jork, takođe mator ali odličan. Teme: moral, vera","umetnost"
"Napad na policijsku stanicu 13, Karpenterov film iz 1976. sa odlično obrađenom temom straha.","umetnost"
"http://www.youtube.com/watch?v=U0wQXw-UtSE&feature=fvw","umetnost"
"No country for old men...
http://www.youtube.com/watch?v=YBqmKSAHc6w","umetnost"
"""29th street"" (Danny Aiello, Anthony LaPaglia). Istinita priča o najsrećnijem čoveku na svetu, koji je osvojio 6 mil.$ na američkoj lutriji. Jednostavan film, bez holivudskog glamura, što bi ameri rekli - must see! Gledao sam ga nekih 47 puta dosad:)","umetnost"
"The Insider, film koji prikazuje realnost savremenih medija koji se nalaze pod snažnim pritiscima velikih kompanija koje ne biraju sredstva da zaštite sopstvene interese.","umetnost"
"Evo par predloga od mene: Man on fire - genijalan film kao i većina sa Denzelom Vošingtonom, Lord of War, L.A.Confidential, Little Nicky, Bang bang you are dead, TTC of Benjamin Button,.......................","umetnost"
"O pobogu, Ofi...
""Mjuzikl je, ali ne kao američka-teen sranja, nekako je sve deprimirajuće i morbidno, ali svi pevaju pa se nećete osećati depresivno na kraju filma""?
To je Svini Tod... 
I ti stavljaš ""nije kao američka-teen sranja""?
:D:D:D","umetnost"
"Čekaj, malo sam mrtva umorna pa te ništa ne shvatam...Šta nije u redu sa tim što sam rekla?
Obično kome god da pomenem S.T., onog trenutka kad im kažem da je mjuzikl, oni kažu da su gledali Hairspray i High school mjuzikl i da ne vole mjuzikle. 
E, ja nisam gledala te filmove i nemam nameru, znam na koju foru idu i ko otkida za tim filmovima i znam da mi se neće svideti, ali samo kažem da je to neka druga vrsta mjuzikla. Mada, dovoljno je reći samo da igra Džoni Dep...aaaahhhh :P","umetnost"
"Ništa... srećeš pogrešne ljude. :D","umetnost"
"Ma... Uobičajno. :D
Žan-Luk Godard, ""Do poslednjeg daha"", prvi film Belmonda.
Onda, ""Deca Raja"", Marsel Karne.
Linčova ""Dina""...
Bla, bla... Dobri, a i ne toliko očigledni. I još...","umetnost"
"evo ja sad odgledah ""Good bye Lenin"" - Wolfgang Becker i preporučujem","umetnost"
"""Eastern Promises"". Fin filmic. Naomi Vots, Vigo Mortensen, Vinsent Kasel. Bio skoro na RTS. Ako nekom trebaju titlovi nek se javi. Ovi sto kruze netom su puni bisera.

edit: Ko ima stomak da odgleda svih 156 minuta ""2012""-e, ima krmacu od mene.","umetnost"
"""Amarkord"" od Felinija!","umetnost"
"Od mene par relativno novijih: Blackbook (Zwartboek), Children of Men, Slumdog Millionaire...ne mogu sad da se setim jos nekog, dosta je i ovo.","umetnost"
"Mnogima je verovatno poznat, ali ja sam ga juce po prvi put gledao:

http://www.imdb.com/title/tt0053198/plotsummary

""400 udaraca"", film koji je zapoceo francuski Novi talas krajem pedesetih i pocetkom sezdesetih.","umetnost"
"Zar Novi talas nije započeo ""Do poslednjeg daha""?","umetnost"
"Seven Pounds","umetnost"
"Blues brothers, Blues brothers 2000,meet the spartans,disaster movie, epic movie...
Posto vidim da svi stavljaju neke mracne drame i tragedije da vas razveselim","umetnost"
"Da li je neko gledao Avatar?Zanima me, zato što, mu  zasad, zarada iznosi preko milijardu dolara.","umetnost"
"Nickname, evo http://vukajlija.com/forum/teme/6068","umetnost"
"Ene, gle stvarno!Hvala.","umetnost"
"Johnny Got His Gun je verovatno najbolja antiratna drama koja je ikada snimljena. Snimana po knjizi Daltona Tramboa ona prikazuje sav besmisao ratovanja i na najsuroviji način oslikava tanku liniju između života i smrti. Za one sa istančanim filmskim ukusom film je svakako za ne propustiti.","umetnost"
"@Mastrixt
Јел су из тог филма узети делови за овај спот:
http://www.youtube.com/watch?v=EzgGTTtR0kc ?
А што се тиче мојих омиљених филмова:
Back to the future(сва три дела-обожавам тај филм);
Cube;
With honours;
In the mouth of madness(ово морате погледати);
Ван хелсинг;
И још доста тога,ал ово је врх моје листе.","umetnost"
"@Др Јанковић
Da. Film je prvi put prikazan 1971. godine ali je ovaj spot iz 1989. pomogao njegovu bolju promociju. Ovim spotom film je doživeo ponovno rađanje tako da njemu duguje na svojoj popularnosti kod mlađih generacija. Eto šta znači marketing.","umetnost"
"Барем је филм тако допро до млађих генерација.Сад ме стварно интересује какав је.
А што се тиче домаћих филмова...Можда се неће сви сложити са мном,али моји апсолутни фаворити су,,Црни бомбардер'', ,,Тамна је ноћ'', ,,Ни на небу,ни на земљи'', ,,Велика фрка'', ,,Лавиринт''...Наравно,класици попут,,Маратонаца'', ,,Ко то тамо пева'' и сл. се подразумевају,не толико због самих филмова,већ и због тога што се њихове реплике препричавају годинама.Можда их јесмо погледали бар 100 000 пута,али,кад год их репризирају,само седиш и ишчекујеш кад ће ко да каже своју реплику.","umetnost"
"24h party people film","umetnost"
"Ufff taj film je mnogo dobar.
Bar prva polovina sa Joy Divison.

Ljudi, hitno mi treba Crna Marija! Zna li neko gde mogu nabaviti?","umetnost"
"mnooogo je dobar, ceo je vrhunski.

Ali nemam crnu mambu, sorry.","umetnost"
"Mariju!","umetnost"
"Imam ja a imas dvd verziju izasla je pre mesec-dva","umetnost"
"Film Taken je sr*nje, ali barem tip neprestano ubija siptare (da, siptare) u Parizu.","umetnost"
"13 Tzameti, u prevodu ""Trinaest"", je film sniman u francusko-gruzijskoj produkciji. U igri koju organizuju ljudi sa viškom para ljudski život ima vrednost uloga na tiketu. Igra je slična ruskom ruletu u kojoj učestvuju ljudi, svojevoljno ili mimo svoje volje (uglavnom sa dna društvene lestvice, ljudi bez pare i dinara, narkomani, ludaci), a zarad pružanja mogućnosti njihovim ""gazdama"" da zarade velike pare.

Vredi ga pogledati, dobar je film. Evo i trejlera koji je pokriven sa ""Dust in the wind"" od Scorpions-a. Pesma jako dobro ide uz film.

http://www.youtube.com/watch?v=UyJmygIwX6s","umetnost"
"omiljeni:
21 (2008)
American Gangster (2007)
Catch me if you can (2002)
Children of men (2006)
Dead poets society (1989)
Fight Club (1999)
Good Will Hunting (1997)
Inglourious basterds (2009)
Inside man (2006)
Le fabuleux destin d'Amélie Poulain (2001)
Léon (1994)
Lock, Stock and Two Smoking Barrels (1998)
Lucky number Slevin (2006)
Memento (2000)
Munich (2005)
Ocean's 11 (2001)
P.S. I love you (2007)
Pride & prejudice (2005)
RocknRolla (2008)
Se7en (1995)
Shakespeare in love (1998)
Sherlock Holmes (2009)
Snatch (2000)
The bank job (2008)
The Bourne identity (1988)
The bridges of madison county (1995)
The curious case of Benjamin Button (2008)
The Dark Knight (2008)
The Godfather (1972) (1974) (1990)
The life of David Gale (2003)
The matrix (1999)
The notebook (2004)
The pianist (2002)
The Shawshank redemption (1994)
The usual suspects (1995)","umetnost"
"Ладно си их поређао абецедно, луђи си од Даишија и његових пописа. :)","umetnost"
"*poređala, luđa... :)","umetnost"
"Дизвинеш. :)","umetnost"
"Борнов идентитет из 2002. је тако... Геј. :/
Али зато оригинална верзија...","umetnost"
"e skroz si u pravu, kad malo bolje pogledam, blage veze nemam sto nisam stavila 1988, nije mi palo na pamet.","umetnost"
"E ovde da vas pitam. Pre jedno 3-4 godine, vise i nemam predstavu gledao sam jedan film na rts1. Znam radnju, sve, ali ne i ime da bih ga opet gledao, nekako mi je u podsvesti da se fiml zove ''Kuca Nade'' i verovatno je tako ali ko zna kako glasi originalni naziv s obzirom koliko su nam prevodioci strucni, evo ukratko radnje a ako je neko gledao nek se javi.

Kao covek i zena imaju 2 sina, od po mozda 13 i 6-7 godina, siromasni su, majka ne znam sta radi, a otac je valjda prodavac satova ili tako nesto. Drugovi mladjeg sina cesto bivaju postali kod rodbine jer roditelji nemaju da ih hrane. Otac obecava da to nece uraditi, ali posle, majka odlazi u neki kao stacionar za bolesne, neka bolnica ili tako nesto, ne secem se, otac mora da ode da nesto radi i mladjeg sina mora da posalje kod rodbine. Otac dobija posao prodaje nekih satova, i mora da ode na nekoliko meseci daleko, sinu kaze da ima prijatelja u restoranu koji ce mu uvek davati hranu, dorucak, rucak, vecera. Ostavio mu nesto para i otisao. Sve je bilo ok jedno 2 dana, onda mali odlazi u restoran i kazu mu da je taj ocev prijatelj otpusten. Mali od tad svaki dan kupuje po jednu pogacicu i jede je praznu sa vodom... Kad mu ponestane para pocne da kraducka. Najupecatljivija je scena kad uzme novine sa slikava hrane i sece nozem i jede. Drugovima kaze da su mu roditelji arheolozi i da rade na iskopinama. Onda sa starijim drugom ima razne vratolomije, nevolje...

Eto od ovih detalja ako neko zna sta je nek kaze, bio bih mu zahvalan... Nesto sam mozda malo pogresio ili izostavio jer kao sto rekoh film sam gledao davno.","umetnost"
"Mislim da nije Kuća nade, pod tim imenom je Tuck zaveo Life as a House iz 2001.
o čoveku koji ima rak, ruši svoju porodičnu kuću i počinje ceo život iznova...","umetnost"
"Vule, meni nije poznat taj film.","umetnost"
"Poslednji koje odgledah su ,,Wristcutters - A Love Story'' (divan film, smorodonosan na momente, ali sve u svemu dobar, interesantna ideja i postavka) i ,,Control''. O tome ne znam šta da mislim. Lepo je što je crno-beo, ali nešto više... nemam pojma.","umetnost"
"http://www.imdb.com/title/tt1022603/ (500) Days of Summer Neki romanticni, ali po meni, jedini koji ne tera na povracanje
http://www.imdb.com/title/tt0378284/ Machuca  cileanski, malo vuce na socrealizam, ali bez previse proseravanja, odlicna prica i odlican film
http://www.imdb.com/title/tt1014809/ Until the Light Takes Us najnoviji dokumentarac o norveskom blekeraju
http://www.imdb.com/title/tt0364569/ Oldboy kvalitetan japanski
http://www.imdb.com/title/tt0758758/ Into the Wild Son Pen rezirao, ostavlja utisak i tera na razmisljanje

Svi filmovi sa mojim omiljenim junacima Jayom i Silent Bobom","umetnost"
"Oldboy je doduse korejanski, no dobro ;)","umetnost"
"@Mastrixt

""Evo i trejlera koji je pokriven sa ""Dust in the wind"" od Scorpions-a. Pesma jako dobro ide uz film.""

Мала исправка: Ствар која иде у позадини није пјесма Шкорпионса него најпознатија нумера легендардне групе Канзас","umetnost"
"Oldboy je najjači film na svetu.","umetnost"
"@zeljček
U pravu si. Znam da je original od Kansasa, nego mi se učinilo da je ova verzija od Scorpionsa zato što sam od njih čuo anplagd verziju a od Kansasa imam samo originalnu. Proverio sam, i baš ta verzija koja je nalepljena na trejler jeste od Kansasa. Pogrešio sam, prihvatam ispravku.","umetnost"
"@Mastrixt
Ma нема шта. Иначе си ме баш заинтересовао са својих пар реченица о том филму, потрудићу се да га набавим. Кад смо већ код бројева, ја препоручујем филм ""12"" Никите Михалкова (2007). :)","umetnost"
"Ја бих предност ипак дао оригиналу - http://www.imdb.com/title/tt0050083/","umetnost"
"Hard Candy je stvarno dobar. Ne bih ga ni gledala da nisam videla preporuke ovde.","umetnost"
"http://www.youtube.com/watch?v=9VDvgL58h_Y
Па ви сами процените.:)","umetnost"
"1. Saw I, II, III, IV, V
2.Human Trafficking
3.Taken
4.Just like in heaven
5.White Chicks
6.Godfather
7.The Notebook 
8.The Bourne Ultimatum
9.Erin Brokovich
10.The Truman Show - Džim Keri legenda :)
Ne služi me dobro pamćenje, pa ne mogu da se setim više, ali ovi su mi ostali baš upečatljivo dobri. Preporučujem sve, pa ko ima vremena nek baci oko.","umetnost"
"""Secret Window"" (po priči Stivena Kinga)
""Freak the mighty"" 
""Elizabethtown""
""Yes Man"" (isto sa Džim Kerijem, definitivno popravlja raspoloženje, postala sam Yes (wo)man gledajući film :D)
Ovo je par onih koje sam relativno skoro gledala.","umetnost"
"upravo odgledan,preporuchujem ako volite tuzhne,surove,mochne filmove,razlichite od ovih novih usranih hitova,prava stvar za provesti 2h u zblenutosti:
http://www.imdb.com/title/tt0380510/","umetnost"
"Čitala sam knjigu, divna je.
Topik: hm... A Girl Like Me, The Gwen Araujo Story.","umetnost"
"1. Prekinuti zagrljaji
2. Gorki mesec
3. Izgubljeni u prevodu
4. Strah i drhtaji
5. Vavilon
6. Pričaj sa njom
7. Život je more
8. Američka lepota
9. Slomljeno cveće
10. Frida","umetnost"
"1.Zivot je lep
2.50 prvih sastanaka
3.Tigar i sneg
4.Americka pita
5.Deca kukuruza
6.Chronicles of Riddick,Pitch black
7.Beethoven (1-6)
8.The Dog Who Stopped the War
9.Surogati
10.Orgazmo :D","umetnost"
"The Dark Knight.","umetnost"
"Baraka (Ron Fricke)  - Remek djelo u svakom smislu, film bez riječi. Ko nije gledao neka požuri. I onda nek pogleda još jednom za svaki slučaj.

Close To Eden(URGA) (Nikita Mihalkov) - Poslije ovoga neko vrijeme nisam imao želju da gledam druge filmove. Da je snimio samu ""Urgu"" i ništa drugo, Mihalkov bi za mene i dalje bio režiser br 1.

Besieged (Bernardo Bertolucci) - Ljubavna drama, nepredvidiv scenario, odlične uloge, sjajni kadrovi i muzika(između ostalog i klavirska verzija Koltrejnove ""My Favorite Things"").
Dodes'kaden (Akira Kurosawa) - Prvo Kurosavino ostvarenje u koloru, i zaista...kakve boje..Prava poslastica za ljude koji vole da lete dok gledaju film. A i one druge.

Two Bits (James Foley) - Dirljiv i neobičan, odlična uloga Al Paćina.

Lisabonska priča (Wim Wenders) - Duhovit, inspirativan i nezaboravan. Duh starog Lisabona i fado muzike sa Madredasima koji su stalno tu negdje.. Moja majka, još nenaviknuta na ovakve sadržaje, nakon što da ga je odgledala reče da joj ""ovakvo nešto samo ja mogu donijeti u kuću""

Smoke (Wayne Wang, Paul Aster) – Mala prodavnica duvana u Bruklinu je, pored njene prvobitne namjene, mjesto gdje se okupljaju i diskutuju prodavci i mušterije, svaki sa svojim tajnama i pričama koje čekaju pravi trenutak da budu ispričane. 

Ljilja 4 Ever (Lukas Moodysson) - Brutalan, realan i potresan. Sudbina 16-godišnje Ljilje, djevojke koja pokušava da živi normalno tokom devedesetih u nekoj od zemalja bivšeg SSSR-a. Ali za Ljilju kao da nema milosti niotkuda i ona upada u kandže prostitucije i trgovaca ljudima. Upozoravajući film o bezumnom seks-trafikingu djece iz Istočnog bloka u ""civilizovane"" zemlje zapada. Sam Moodysson je prvobitno napisao samo scenario, a onda kad je snimanje počelo vidio da to ništa ne valja, prekinuo i sam ga režirao do kraja. Takođe je naglasio da ovaj film ne bi imao snage realizovati bez svog čvrstog hrišćanskog vjerovanja.

Ostrvo (Pavel Lungin)

Film „Ostrvo“, koji je imao veliki uspeh kod publike, ""nije komercijalno ostvarenje nego film o veri i kajanju"", istakao je Lungin, dodajući da ""posebnu zahvalnost duguje glumcu Petru Mamonovu, koji je dao filmu ""delić svoje duše“.

Ronilačko zvono i leptir(Julian Schnabel)

Šta može čovjek koji živi uzbudljivim i punim životom do trenutka kada mu čitavo tijelo osim jednog jedinog očnog kapka biva potpuno paralizovano? Ništa? Ili da možda napiše KNJIGU? Po istinitoj priči.","umetnost"
